year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17191,"Wayne County, Illinois",17033,"Crawford County, Illinois",36,3,20,13,16,10,10,1,10,25
2019,IL,17191,"Wayne County, Illinois",17039,"De Witt County, Illinois",2,1,0,1,1,0,1,1,1,0
2019,IL,17191,"Wayne County, Illinois",17041,"Douglas County, Illinois",2,0,2,0,1,1,0,0,0,2
2019,IL,17191,"Wayne County, Illinois",17043,"DuPage County, Illinois",2,0,2,0,2,0,0,0,0,2
2019,IL,17191,"Wayne County, Illinois",17045,"Edgar County, Illinois",3,1,1,1,0,1,2,0,1,2
2019,IL,17191,"Wayne County, Illinois",17047,"Edwards County, Illinois",169,52,93,24,66,56,47,23,17,129
2019,IL,17191,"Wayne County, Illinois",17049,"Effingham County, Illinois",20,4,13,3,6,7,7,0,9,11
2019,IL,17191,"Wayne County, Illinois",17051,"Fayette County, Illinois",10,2,6,2,0,5,5,0,3,7
2019,IL,17191,"Wayne County, Illinois",17055,"Franklin County, Illinois",23,1,13,9,2,14,7,1,6,16
2019,IL,17191,"Wayne County, Illinois",17057,"Fulton County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17191,"Wayne County, Illinois",17059,"Gallatin County, Illinois",15,2,8,5,3,6,6,0,4,11
2019,IL,17191,"Wayne County, Illinois",17063,"Grundy County, Illinois",3,0,3,0,2,0,1,1,2,0
2019,IL,17191,"Wayne County, Illinois",17065,"Hamilton County, Illinois",97,18,48,31,32,32,33,15,33,49
2019,IL,17191,"Wayne County, Illinois",17067,"Hancock County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17191,"Wayne County, Illinois",17069,"Hardin County, Illinois",1,0,0,1,0,0,1,0,0,1
2019,IL,17191,"Wayne County, Illinois",17073,"Henry County, Illinois",2,1,1,0,0,2,0,0,1,1
2019,IL,17191,"Wayne County, Illinois",17077,"Jackson County, Illinois",32,8,14,10,11,9,12,2,12,18
2019,IL,17191,"Wayne County, Illinois",17079,"Jasper County, Illinois",19,3,11,5,7,3,9,0,5,14
2019,IL,17191,"Wayne County, Illinois",17081,"Jefferson County, Illinois",161,22,90,49,67,48,46,17,43,101
2019,IL,17191,"Wayne County, Illinois",17083,"Jersey County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17191,"Wayne County, Illinois",17085,"Jo Daviess County, Illinois",1,0,0,1,1,0,0,0,1,0
2019,IL,17191,"Wayne County, Illinois",17087,"Johnson County, Illinois",3,3,0,0,0,3,0,1,1,1
2019,IL,17191,"Wayne County, Illinois",17089,"Kane County, Illinois",4,1,1,2,0,3,1,0,1,3
2019,IL,17191,"Wayne County, Illinois",17091,"Kankakee County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17191,"Wayne County, Illinois",17095,"Knox County, Illinois",1,0,0,1,0,1,0,1,0,0
2019,IL,17191,"Wayne County, Illinois",17097,"Lake County, Illinois",2,1,0,1,1,0,1,1,1,0
2019,IL,17191,"Wayne County, Illinois",17099,"LaSalle County, Illinois",8,3,3,2,2,4,2,0,4,4
2019,IL,17191,"Wayne County, Illinois",17101,"Lawrence County, Illinois",26,5,13,8,7,8,11,2,11,13
2019,IL,17191,"Wayne County, Illinois",17105,"Livingston County, Illinois",2,1,1,0,0,2,0,0,1,1
2019,IL,17191,"Wayne County, Illinois",17107,"Logan County, Illinois",3,0,2,1,0,0,3,0,1,2
2019,IL,17191,"Wayne County, Illinois",17109,"McDonough County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17191,"Wayne County, Illinois",17111,"McHenry County, Illinois",3,1,2,0,0,1,2,0,2,1
2019,IL,17191,"Wayne County, Illinois",17113,"McLean County, Illinois",8,2,5,1,0,4,4,3,5,0
2019,IL,17191,"Wayne County, Illinois",17115,"Macon County, Illinois",6,1,3,2,1,1,4,0,4,2
2019,IL,17191,"Wayne County, Illinois",17117,"Macoupin County, Illinois",5,2,2,1,0,4,1,0,3,2
2019,IL,17191,"Wayne County, Illinois",17119,"Madison County, Illinois",20,4,10,6,3,8,9,1,10,9
2019,IL,17191,"Wayne County, Illinois",17121,"Marion County, Illinois",97,20,44,33,26,44,27,4,36,57
2019,IL,17191,"Wayne County, Illinois",17127,"Massac County, Illinois",2,0,0,2,0,1,1,0,1,1
2019,IL,17191,"Wayne County, Illinois",17129,"Menard County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17191,"Wayne County, Illinois",17133,"Monroe County, Illinois",5,1,2,2,2,1,2,0,4,1
2019,IL,17191,"Wayne County, Illinois",17135,"Montgomery County, Illinois",9,3,4,2,2,5,2,0,5,4
2019,IL,17191,"Wayne County, Illinois",17137,"Morgan County, Illinois",4,1,3,0,1,3,0,1,0,3
2019,IL,17191,"Wayne County, Illinois",17139,"Moultrie County, Illinois",2,0,2,0,0,1,1,0,2,0
2019,IL,17191,"Wayne County, Illinois",17143,"Peoria County, Illinois",3,1,1,1,0,1,2,1,1,1
2019,IL,17191,"Wayne County, Illinois",17145,"Perry County, Illinois",21,8,6,7,4,14,3,4,6,11
2019,IL,17191,"Wayne County, Illinois",17149,"Pike County, Illinois",3,1,1,1,1,1,1,0,2,1
2019,IL,17191,"Wayne County, Illinois",17151,"Pope County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17191,"Wayne County, Illinois",17153,"Pulaski County, Illinois",5,0,2,3,1,2,2,1,3,1
2019,IL,17191,"Wayne County, Illinois",17157,"Randolph County, Illinois",24,5,10,9,8,14,2,2,14,8
2019,IL,17191,"Wayne County, Illinois",17159,"Richland County, Illinois",65,10,42,13,20,28,17,4,17,44
2019,IL,17191,"Wayne County, Illinois",17161,"Rock Island County, Illinois",3,2,1,0,0,3,0,0,2,1
2019,IL,17191,"Wayne County, Illinois",17163,"St. Clair County, Illinois",17,3,13,1,7,3,7,0,7,10
2019,IL,17191,"Wayne County, Illinois",17165,"Saline County, Illinois",71,19,32,20,10,36,25,10,35,26
2019,IL,17191,"Wayne County, Illinois",17167,"Sangamon County, Illinois",16,7,6,3,4,4,8,3,9,4
2019,IL,17191,"Wayne County, Illinois",17173,"Shelby County, Illinois",5,1,2,2,2,1,2,1,2,2
2019,IL,17191,"Wayne County, Illinois",17179,"Tazewell County, Illinois",6,0,4,2,1,2,3,0,3,3
2019,IL,17191,"Wayne County, Illinois",17181,"Union County, Illinois",15,4,10,1,5,9,1,0,7,8
2019,IL,17191,"Wayne County, Illinois",17183,"Vermilion County, Illinois",4,2,1,1,1,3,0,0,1,3
2019,IL,17191,"Wayne County, Illinois",17185,"Wabash County, Illinois",53,9,24,20,16,15,22,9,11,33
2019,IL,17191,"Wayne County, Illinois",17189,"Washington County, Illinois",13,2,4,7,6,5,2,0,4,9
2019,IL,17191,"Wayne County, Illinois",17191,"Wayne County, Illinois",2278,472,1088,718,744,853,681,263,425,1590
2019,IL,17191,"Wayne County, Illinois",17193,"White County, Illinois",132,21,68,43,33,46,53,16,32,84
2019,IL,17191,"Wayne County, Illinois",17195,"Whiteside County, Illinois",2,1,0,1,0,2,0,1,0,1
2019,IL,17191,"Wayne County, Illinois",17197,"Will County, Illinois",5,0,2,3,2,3,0,0,3,2
2019,IL,17191,"Wayne County, Illinois",17199,"Williamson County, Illinois",43,8,19,16,6,22,15,0,12,31
2019,IL,17191,"Wayne County, Illinois",17203,"Woodford County, Illinois",2,1,1,0,0,1,1,0,2,0
2019,IL,17193,"White County, Illinois",17001,"Adams County, Illinois",4,0,3,1,0,4,0,1,1,2
2019,IL,17193,"White County, Illinois",17003,"Alexander County, Illinois",5,1,2,2,2,0,3,0,2,3
2019,IL,17193,"White County, Illinois",17005,"Bond County, Illinois",4,0,3,1,3,0,1,1,0,3
2019,IL,17193,"White County, Illinois",17007,"Boone County, Illinois",2,0,2,0,1,1,0,0,0,2
2019,IL,17193,"White County, Illinois",17011,"Bureau County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17193,"White County, Illinois",17017,"Cass County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17193,"White County, Illinois",17019,"Champaign County, Illinois",10,4,3,3,0,5,5,2,1,7
2019,IL,17193,"White County, Illinois",17021,"Christian County, Illinois",3,0,2,1,0,0,3,0,3,0
2019,IL,17193,"White County, Illinois",17023,"Clark County, Illinois",8,1,4,3,1,4,3,0,5,3
2019,IL,17193,"White County, Illinois",17025,"Clay County, Illinois",43,5,22,16,7,17,19,22,12,9
2019,IL,17193,"White County, Illinois",17027,"Clinton County, Illinois",6,1,3,2,2,2,2,0,6,0
2019,IL,17193,"White County, Illinois",17029,"Coles County, Illinois",8,3,4,1,2,4,2,1,6,1
2019,IL,17193,"White County, Illinois",17031,"Cook County, Illinois",128,40,80,8,12,8,108,0,1,127
2019,IL,17193,"White County, Illinois",17033,"Crawford County, Illinois",19,3,11,5,4,8,7,3,9,7
2019,IL,17193,"White County, Illinois",17035,"Cumberland County, Illinois",3,0,2,1,1,2,0,0,1,2
2019,IL,17193,"White County, Illinois",17037,"DeKalb County, Illinois",2,1,1,0,1,0,1,0,0,2
2019,IL,17193,"White County, Illinois",17039,"De Witt County, Illinois",2,0,1,1,1,1,0,0,0,2
2019,IL,17193,"White County, Illinois",17041,"Douglas County, Illinois",3,0,2,1,0,1,2,1,2,0
2019,IL,17193,"White County, Illinois",17043,"DuPage County, Illinois",20,7,11,2,0,2,18,0,0,20
2019,IL,17193,"White County, Illinois",17045,"Edgar County, Illinois",3,0,3,0,2,0,1,1,1,1
2019,IL,17193,"White County, Illinois",17047,"Edwards County, Illinois",154,23,79,52,48,52,54,24,18,112
2019,IL,17193,"White County, Illinois",17049,"Effingham County, Illinois",3,2,0,1,2,0,1,0,0,3
2019,IL,17193,"White County, Illinois",17051,"Fayette County, Illinois",2,0,2,0,0,1,1,0,2,0
2019,IL,17193,"White County, Illinois",17055,"Franklin County, Illinois",22,7,10,5,8,10,4,2,10,10
2019,IL,17193,"White County, Illinois",17059,"Gallatin County, Illinois",101,19,55,27,28,46,27,19,19,63
2019,IL,17193,"White County, Illinois",17063,"Grundy County, Illinois",4,0,4,0,0,0,4,0,0,4
2019,IL,17193,"White County, Illinois",17065,"Hamilton County, Illinois",220,53,105,62,54,81,85,42,45,133
2019,IL,17193,"White County, Illinois",17069,"Hardin County, Illinois",5,0,5,0,1,1,3,1,1,3
2019,IL,17193,"White County, Illinois",17073,"Henry County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17193,"White County, Illinois",17077,"Jackson County, Illinois",27,5,17,5,8,15,4,3,14,10
2019,IL,17193,"White County, Illinois",17079,"Jasper County, Illinois",11,0,8,3,2,2,7,0,8,3
2019,IL,17193,"White County, Illinois",17081,"Jefferson County, Illinois",39,12,22,5,10,12,17,10,10,19
2019,IL,17193,"White County, Illinois",17083,"Jersey County, Illinois",1,0,1,0,1,0,0,0,1,0
2019,IL,17193,"White County, Illinois",17087,"Johnson County, Illinois",13,7,3,3,4,5,4,1,6,6
2019,IL,17193,"White County, Illinois",17091,"Kankakee County, Illinois",3,1,1,1,0,2,1,1,0,2
2019,IL,17193,"White County, Illinois",17095,"Knox County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17193,"White County, Illinois",17097,"Lake County, Illinois",21,2,14,5,0,3,18,0,0,21
2019,IL,17193,"White County, Illinois",17099,"LaSalle County, Illinois",3,0,1,2,0,1,2,1,0,2
2019,IL,17193,"White County, Illinois",17101,"Lawrence County, Illinois",33,13,12,8,10,7,16,17,9,7
2019,IL,17193,"White County, Illinois",17105,"Livingston County, Illinois",3,1,1,1,0,1,2,0,2,1
2019,IL,17193,"White County, Illinois",17107,"Logan County, Illinois",2,0,1,1,2,0,0,0,1,1
2019,IL,17193,"White County, Illinois",17113,"McLean County, Illinois",2,0,1,1,0,0,2,0,0,2
2019,IL,17193,"White County, Illinois",17115,"Macon County, Illinois",6,1,4,1,0,3,3,0,1,5
2019,IL,17193,"White County, Illinois",17117,"Macoupin County, Illinois",4,2,2,0,0,2,2,2,0,2
2019,IL,17193,"White County, Illinois",17119,"Madison County, Illinois",14,4,3,7,5,6,3,3,7,4
2019,IL,17193,"White County, Illinois",17121,"Marion County, Illinois",40,8,22,10,5,16,19,18,17,5
2019,IL,17193,"White County, Illinois",17125,"Mason County, Illinois",1,0,0,1,0,1,0,0,0,1
2019,IL,17193,"White County, Illinois",17127,"Massac County, Illinois",17,8,6,3,8,4,5,2,2,13
2019,IL,17193,"White County, Illinois",17129,"Menard County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17193,"White County, Illinois",17131,"Mercer County, Illinois",2,0,2,0,2,0,0,0,0,2
2019,IL,17193,"White County, Illinois",17133,"Monroe County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17193,"White County, Illinois",17135,"Montgomery County, Illinois",3,0,3,0,1,1,1,0,2,1
2019,IL,17193,"White County, Illinois",17137,"Morgan County, Illinois",6,1,4,1,0,1,5,2,4,0
2019,IL,17193,"White County, Illinois",17139,"Moultrie County, Illinois",1,1,0,0,1,0,0,0,0,1
2019,IL,17193,"White County, Illinois",17143,"Peoria County, Illinois",2,0,2,0,0,2,0,0,2,0
2019,IL,17193,"White County, Illinois",17145,"Perry County, Illinois",13,6,3,4,8,3,2,2,6,5
2019,IL,17193,"White County, Illinois",17151,"Pope County, Illinois",8,1,5,2,2,1,5,3,4,1
2019,IL,17193,"White County, Illinois",17153,"Pulaski County, Illinois",2,0,2,0,1,1,0,0,0,2
2019,IL,17193,"White County, Illinois",17157,"Randolph County, Illinois",18,6,9,3,5,8,5,4,10,4
2019,IL,17193,"White County, Illinois",17159,"Richland County, Illinois",40,12,21,7,9,14,17,14,10,16
2019,IL,17193,"White County, Illinois",17161,"Rock Island County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17193,"White County, Illinois",17163,"St. Clair County, Illinois",17,4,10,3,3,7,7,3,11,3
2019,IL,17193,"White County, Illinois",17165,"Saline County, Illinois",183,41,95,47,42,85,56,16,42,125
2019,IL,17193,"White County, Illinois",17167,"Sangamon County, Illinois",16,1,10,5,3,4,9,0,9,7
2019,IL,17193,"White County, Illinois",17169,"Schuyler County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17193,"White County, Illinois",17171,"Scott County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17193,"White County, Illinois",17173,"Shelby County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17193,"White County, Illinois",17177,"Stephenson County, Illinois",1,1,0,0,0,0,1,0,0,1
2019,IL,17193,"White County, Illinois",17179,"Tazewell County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17193,"White County, Illinois",17181,"Union County, Illinois",9,3,4,2,4,5,0,2,4,3
2019,IL,17193,"White County, Illinois",17183,"Vermilion County, Illinois",2,0,1,1,0,1,1,0,2,0
2019,IL,17193,"White County, Illinois",17185,"Wabash County, Illinois",73,17,39,17,18,38,17,18,10,45
2019,IL,17193,"White County, Illinois",17189,"Washington County, Illinois",9,5,3,1,2,3,4,3,4,2
2019,IL,17193,"White County, Illinois",17191,"Wayne County, Illinois",249,72,135,42,46,115,88,95,61,93
2019,IL,17193,"White County, Illinois",17193,"White County, Illinois",2398,461,1225,712,799,830,769,502,485,1411
2019,IL,17193,"White County, Illinois",17197,"Will County, Illinois",67,8,45,14,8,7,52,4,1,62
2019,IL,17193,"White County, Illinois",17199,"Williamson County, Illinois",47,14,24,9,16,20,11,7,19,21
2019,IL,17193,"White County, Illinois",17201,"Winnebago County, Illinois",4,1,3,0,0,1,3,1,0,3
2019,IL,17195,"Whiteside County, Illinois",17001,"Adams County, Illinois",15,8,4,3,2,10,3,1,7,7
2019,IL,17195,"Whiteside County, Illinois",17003,"Alexander County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17195,"Whiteside County, Illinois",17005,"Bond County, Illinois",8,4,2,2,2,6,0,0,6,2
2019,IL,17195,"Whiteside County, Illinois",17007,"Boone County, Illinois",59,16,30,13,23,19,17,10,18,31
2019,IL,17195,"Whiteside County, Illinois",17009,"Brown County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17195,"Whiteside County, Illinois",17011,"Bureau County, Illinois",379,83,203,93,91,152,136,62,123,194
2019,IL,17195,"Whiteside County, Illinois",17015,"Carroll County, Illinois",659,134,357,168,153,259,247,195,97,367
2019,IL,17195,"Whiteside County, Illinois",17017,"Cass County, Illinois",3,1,2,0,1,1,1,1,1,1
2019,IL,17195,"Whiteside County, Illinois",17019,"Champaign County, Illinois",54,8,33,13,10,28,16,3,21,30
2019,IL,17195,"Whiteside County, Illinois",17021,"Christian County, Illinois",8,5,1,2,0,5,3,0,5,3
2019,IL,17195,"Whiteside County, Illinois",17025,"Clay County, Illinois",4,3,1,0,2,0,2,0,1,3
2019,IL,17195,"Whiteside County, Illinois",17027,"Clinton County, Illinois",4,2,1,1,0,3,1,0,3,1
2019,IL,17195,"Whiteside County, Illinois",17029,"Coles County, Illinois",13,5,6,2,3,8,2,2,5,6
2019,IL,17195,"Whiteside County, Illinois",17031,"Cook County, Illinois",426,115,215,96,119,182,125,37,155,234
2019,IL,17195,"Whiteside County, Illinois",17033,"Crawford County, Illinois",3,2,1,0,2,1,0,0,0,3
2019,IL,17195,"Whiteside County, Illinois",17035,"Cumberland County, Illinois",2,0,2,0,1,1,0,0,1,1
2019,IL,17195,"Whiteside County, Illinois",17037,"DeKalb County, Illinois",248,71,117,60,69,92,87,28,86,134
2019,IL,17195,"Whiteside County, Illinois",17039,"De Witt County, Illinois",4,1,2,1,2,1,1,0,2,2
2019,IL,17195,"Whiteside County, Illinois",17041,"Douglas County, Illinois",6,3,3,0,2,4,0,0,3,3
2019,IL,17195,"Whiteside County, Illinois",17043,"DuPage County, Illinois",108,34,38,36,39,31,38,25,47,36
2019,IL,17195,"Whiteside County, Illinois",17045,"Edgar County, Illinois",6,1,3,2,0,2,4,1,3,2
2019,IL,17195,"Whiteside County, Illinois",17047,"Edwards County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17195,"Whiteside County, Illinois",17049,"Effingham County, Illinois",7,1,5,1,2,4,1,0,5,2
2019,IL,17195,"Whiteside County, Illinois",17051,"Fayette County, Illinois",3,0,1,2,3,0,0,0,3,0
2019,IL,17195,"Whiteside County, Illinois",17053,"Ford County, Illinois",6,3,2,1,5,0,1,0,2,4
2019,IL,17195,"Whiteside County, Illinois",17055,"Franklin County, Illinois",3,1,1,1,1,1,1,0,2,1
2019,IL,17195,"Whiteside County, Illinois",17057,"Fulton County, Illinois",22,9,7,6,6,9,7,1,13,8
2019,IL,17195,"Whiteside County, Illinois",17059,"Gallatin County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17195,"Whiteside County, Illinois",17061,"Greene County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17195,"Whiteside County, Illinois",17063,"Grundy County, Illinois",9,4,2,3,1,1,7,2,3,4
2019,IL,17195,"Whiteside County, Illinois",17065,"Hamilton County, Illinois",1,1,0,0,0,0,1,0,0,1
2019,IL,17195,"Whiteside County, Illinois",17067,"Hancock County, Illinois",11,5,3,3,7,4,0,0,6,5
2019,IL,17195,"Whiteside County, Illinois",17071,"Henderson County, Illinois",3,1,1,1,0,1,2,0,2,1
2019,IL,17195,"Whiteside County, Illinois",17073,"Henry County, Illinois",244,45,128,71,67,83,94,26,70,148
2019,IL,17195,"Whiteside County, Illinois",17075,"Iroquois County, Illinois",8,2,3,3,3,2,3,0,3,5
2019,IL,17195,"Whiteside County, Illinois",17077,"Jackson County, Illinois",3,1,0,2,1,1,1,0,1,2
2019,IL,17195,"Whiteside County, Illinois",17079,"Jasper County, Illinois",3,0,2,1,1,1,1,0,2,1
2019,IL,17195,"Whiteside County, Illinois",17081,"Jefferson County, Illinois",2,0,1,1,0,1,1,0,1,1
2019,IL,17195,"Whiteside County, Illinois",17083,"Jersey County, Illinois",1,1,0,0,0,0,1,0,0,1
2019,IL,17195,"Whiteside County, Illinois",17085,"Jo Daviess County, Illinois",79,19,34,26,33,28,18,11,32,36
2019,IL,17195,"Whiteside County, Illinois",17087,"Johnson County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17195,"Whiteside County, Illinois",17089,"Kane County, Illinois",120,41,46,33,33,44,43,18,69,33
2019,IL,17195,"Whiteside County, Illinois",17091,"Kankakee County, Illinois",49,15,24,10,13,26,10,0,23,26
2019,IL,17195,"Whiteside County, Illinois",17093,"Kendall County, Illinois",32,10,11,11,8,12,12,1,19,12
2019,IL,17195,"Whiteside County, Illinois",17095,"Knox County, Illinois",183,50,82,51,56,77,50,28,72,83
2019,IL,17195,"Whiteside County, Illinois",17097,"Lake County, Illinois",99,26,46,27,29,38,32,9,36,54
2019,IL,17195,"Whiteside County, Illinois",17099,"LaSalle County, Illinois",238,71,112,55,65,126,47,8,100,130
2019,IL,17195,"Whiteside County, Illinois",17101,"Lawrence County, Illinois",3,1,1,1,2,0,1,1,2,0
2019,IL,17195,"Whiteside County, Illinois",17103,"Lee County, Illinois",1675,464,816,395,441,660,574,321,242,1112
2019,IL,17195,"Whiteside County, Illinois",17105,"Livingston County, Illinois",27,13,10,4,10,14,3,2,13,12
2019,IL,17195,"Whiteside County, Illinois",17107,"Logan County, Illinois",3,2,1,0,2,0,1,0,1,2
2019,IL,17195,"Whiteside County, Illinois",17109,"McDonough County, Illinois",25,6,14,5,9,7,9,1,14,10
2019,IL,17195,"Whiteside County, Illinois",17111,"McHenry County, Illinois",81,26,31,24,24,37,20,8,42,31
2019,IL,17195,"Whiteside County, Illinois",17113,"McLean County, Illinois",58,22,31,5,20,30,8,2,36,20
2019,IL,17195,"Whiteside County, Illinois",17115,"Macon County, Illinois",12,3,7,2,5,4,3,1,9,2
2019,IL,17195,"Whiteside County, Illinois",17117,"Macoupin County, Illinois",11,2,6,3,6,2,3,1,5,5
2019,IL,17195,"Whiteside County, Illinois",17119,"Madison County, Illinois",25,7,11,7,5,12,8,3,16,6
2019,IL,17195,"Whiteside County, Illinois",17121,"Marion County, Illinois",4,2,2,0,1,0,3,0,3,1
2019,IL,17195,"Whiteside County, Illinois",17123,"Marshall County, Illinois",49,12,25,12,9,26,14,7,17,25
2019,IL,17195,"Whiteside County, Illinois",17125,"Mason County, Illinois",4,1,1,2,3,1,0,0,2,2
2019,IL,17195,"Whiteside County, Illinois",17127,"Massac County, Illinois",4,0,2,2,0,1,3,0,1,3
2019,IL,17195,"Whiteside County, Illinois",17129,"Menard County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17195,"Whiteside County, Illinois",17131,"Mercer County, Illinois",48,14,16,18,18,16,14,4,17,27
2019,IL,17195,"Whiteside County, Illinois",17133,"Monroe County, Illinois",4,1,3,0,1,2,1,0,2,2
2019,IL,17195,"Whiteside County, Illinois",17135,"Montgomery County, Illinois",5,4,0,1,3,1,1,0,4,1
2019,IL,17195,"Whiteside County, Illinois",17137,"Morgan County, Illinois",6,4,2,0,2,3,1,0,3,3
2019,IL,17195,"Whiteside County, Illinois",17139,"Moultrie County, Illinois",4,1,3,0,1,2,1,0,4,0
2019,IL,17195,"Whiteside County, Illinois",17141,"Ogle County, Illinois",646,185,309,152,166,266,214,100,136,410
